Year,Quarter,Depth,Temperatur,Salt,Tetthet,O2,O2_metning,PO4,NO2,NO3,NO2_NO3,NH4,SiO4,N_P,Klorofyll,TotP,TotN,POP,PON,POC,TSM,Siktdyp,DIN
1989,4,Deep,7.15300011634827,33.6549987792969,26.3385620117188,NA,NA,NA,0.0249999994412065,5.52999997138977,5.5550000667572,NA,3.82500004768372,10.0087661743164,0.430000007152557,NA,NA,NA,NA,NA,NA,NA,NA
1989,4,Intermediate,7.08249998092651,33.2585010528564,26.0360803604126,NA,NA,NA,0.0299999993294477,5.70499992370605,5.73499989509583,NA,4.25,9.81440258026123,0.409999996423721,NA,NA,NA,NA,NA,NA,NA,NA
1989,4,Surface,6.14166673024495,31.1036669413249,24.4581476847331,NA,NA,NA,0.0483333319425583,6.58333333333333,6.63166666030884,NA,5.83333333333333,11.2282886505127,0.676666657129923,NA,NA,NA,NA,NA,NA,NA,NA
1990,1,Deep,6.59025001525879,33.8598747253418,26.5758376121521,6.8050000667572,99.3360710144043,NA,0.476250009611249,8.5424998998642,9.01874995231628,NA,4.63375005125999,12.7559974193573,0.464999996125698,NA,NA,NA,NA,NA,NA,6.33333333333333,NA
1990,1,Intermediate,6.32025009393692,33.0908751487732,26.0035841464996,6.9850001335144,101.021892547607,NA,0.403750004246831,9.17499989271164,9.57874983549118,NA,5.05624996125698,13.7869391441345,0.652500003576279,NA,NA,NA,NA,NA,NA,6.33333333333333,NA
1990,1,Surface,6.07416661580404,31.6573332150777,24.9024895032247,7.31999985376994,103.704073588053,NA,0.399166665971279,9.03916674852371,9.43833341201147,NA,5.46333330869675,15.0341459115346,0.974166678885619,NA,NA,NA,NA,NA,NA,6.33333333333333,NA
1990,2,Deep,8.94150006771088,34.6561250686646,26.8425779342651,5.68499994277954,85.8593559265137,NA,0.321250006556511,2.89625005796552,3.21750003471971,1.93999993801117,3.14000000059605,6.25275593996048,0.199999999254942,NA,12.2900002002716,NA,0.600000023841858,5.75,0.5,8.75,5.15749997273088
1990,2,Intermediate,10.513375043869,32.9386255741119,25.2310605049133,5.90499997138977,92.8572540283203,NA,0.172500000102445,2.22625005990267,2.39875004533678,1.80999997258186,2.09249995648861,7.93718294799328,0.888749992474914,NA,15.9724996089935,NA,1.15000000596046,9.37500011920929,0.4925,8.75,4.20875001791865
1990,2,Surface,14.1594168345133,26.3547498385112,19.4730393091838,6.30999994277954,102.296371459961,NA,0.0363636357201771,0.0481818177821961,0.084545453841036,0.7633333367606,0.732727274298668,6.51515165242282,1.2833333214124,NA,12.7119998931885,NA,1.89999999602636,16.3500000635783,0.72,8.75,0.847878790601637
1990,3,Deep,11.9943999290466,34.4562004089355,26.1631956100464,5.45000004768372,88.0833320617676,NA,0.421999995410442,0.380000013113022,0.802000007033348,0.984999990463257,2.78599996566772,2.1522466301918,0.390000000596046,NA,11.3049999237061,NA,0.739999997615814,4.8800000667572,0.34,9,1.7869999974966
1990,3,Intermediate,14.0010000228882,33.3349994659424,24.893363571167,5.50500011444092,97.2503242492676,NA,0.20200000051409,0.219000006467104,0.421000004932284,1.12400001585484,1.92800000905991,2.08937119245529,1.04699999541044,NA,11.2619999885559,NA,1.31999999284744,8.83000001907349,0.362,9,1.54500002078712
1990,3,Surface,14.574800046285,29.9739330291748,22.1768845876058,6.25499987602234,105.760387420654,NA,0.142666665588816,0.148666662722826,0.291333328187466,0.920666672910253,1.49800000786781,1.88036376635234,2.52866667509079,NA,14.643333307902,NA,2.23333332538605,16.4466665267944,0.560666666666667,9,1.21200000109772
1990,4,Deep,9.42579998970032,34.1382999420166,26.3411821365356,NA,NA,NA,0.488999992236495,2.99099999368191,3.48000003695488,0.677999997138977,4.45499999523163,4.40107250213623,0.219999998807907,NA,14.4099999427795,NA,0.716000008583069,6.13399991989136,0.876,7.75,4.15800003409386
1990,4,Intermediate,9.06409997940063,33.1159996032715,25.5826496124268,NA,NA,NA,0.369000004604459,4.02200002372265,4.39099996387958,0.629999992623925,4.86699993610382,5.73755450248718,0.580000001192093,NA,15.5039998054504,NA,0.797499999403954,5.76375010609627,0.603,7.75,5.02099995650351
1990,4,Surface,6.72840003967285,29.5244002024333,23.1224325815837,NA,NA,NA,0.392666671425104,3.91399987637997,4.30666658480962,1.07866668999195,4.84266667366028,6.20868402322133,1.26199998855591,NA,18.0380000432332,NA,1.22733332316081,8.51199998855591,0.602,7.75,5.38533327480157
1991,1,Deep,6.27625000476837,34.6387500762939,27.2228455543518,NA,NA,NA,0.193750000093132,10.4799996614456,10.6737498044968,0.542500011622906,6.01125007867813,13.5251268148422,0.65999998152256,NA,18.2175000905991,NA,2.52000007033348,10.1850000023842,0.955,9.5,11.2162498161197
1991,1,Intermediate,3.98375009000301,31.6287496089935,25.0929207801819,NA,NA,NA,0.233749996870756,7.63000011444092,7.86375015974045,0.868750020861626,3.43999995291233,14.6792867183685,1.87875003926456,NA,17.4912499189377,NA,0.964285705770765,7.73857143947056,0.73875,9.5,8.73250018060207
1991,1,Surface,2.61333337426186,27.0041667620341,21.5213705698649,NA,NA,NA,0.169166666455567,4.85416656732559,5.0233332614104,1.06166666994492,3.15833332886299,15.3330090840658,2.34000000357628,NA,18.6050000190735,NA,1.58666666348775,11.3133333325386,0.896666666666667,9.5,6.08499993135532
1991,2,Deep,7.00449999173482,34.5570001602173,27.0627986590068,6.43749996026357,94.847323735555,NA,0.244166661674778,5.82416673004627,6.06833332777023,1.11000000002484,3.92166668176651,9.49345352252324,0.379999995231628,NA,16.2108330726624,NA,0.991666679581006,7.6899999777476,0.672,10.1666666666667,7.17833332779507
1991,2,Intermediate,9.35875002543131,32.6733333269755,25.194055557251,6.57249999046326,100.55407333374,0.140000000596046,0.099999999627471,2.73916657951971,2.83916664496064,1.13083333459993,1.96916665633519,7.91215180357297,0.809090900150212,0.589999973773956,14.5016667048136,0.100000001490116,1.41700000166893,9.80799994468689,0.619,10.1666666666667,3.96999997956057
1991,2,Surface,11.483888996972,28.9727777904934,21.9375281863742,6.84944441583422,107.23434999254,0.0600000005215406,0.0450000001324548,0.911111125101646,0.956111107849412,0.609444444378217,0.79277777671814,8.57785653736856,1.0711111260785,0.574999988079071,16.2077778710259,0.0699999984353781,1.97944445080227,14.3999998834398,0.714444444444444,10.1666666666667,1.56555555222763
1991,3,Deep,11.1352500518163,34.3943332036336,26.2655030886332,5.65499997138977,91.3002115885417,0.368333329757055,0.579999999453624,2.41666666666667,2.99666666487853,0.557499999180436,3.16083325942357,7.65466443697612,0.294000002741814,0.628333332637946,13.4966669082642,0.0549999990810951,0.820000000298023,7.88166666030884,0.988,9,3.55416666405896
1991,3,Intermediate,14.1504166126251,32.6878331502279,24.3606553077698,5.60833334922791,95.5458234151204,0.238333334525426,0.36250000136594,0.618333329757055,0.980833339815338,0.505833340187868,2.21416667103767,3.60040816664696,1.1408333281676,0.587500003476938,11.8224999904633,0.073333332935969,1.43833332757155,10.227499961853,0.6775,9,1.48666668000321
1991,3,Surface,14.6136111153497,29.7187221315172,21.9507616890801,5.93388893869188,100.159708234999,0.15555555632131,0.154444446580278,0.485555548634794,0.639999999354283,0.500000002483527,1.50277776519458,3.54730549454689,1.00555556019147,0.535555556416512,13.8044444190131,0.10111111185203,1.82599999109904,12.1705882970025,0.472666666666667,9,1.14000000183781
1991,4,Deep,8.71849999427795,34.0641002655029,26.4179546356201,6.19249999523163,95.5004024505615,0.580999994277954,0.41199999935925,5.49800002574921,5.91000003814697,0.16750000230968,4.29100003242493,10.2473842144012,0.231999999284744,0.775000013411045,14.3237496614456,0.0299999993294477,0.622500002384186,4.23000001907349,0.633333333333333,8.5,6.07750004045665
1991,4,Intermediate,8.01189999580383,32.8643997192383,25.5922822952271,6.47250002622604,97.065092086792,0.559000000357628,0.349000004306436,5.67600002288818,6.025,0.269999999552965,4.04799997806549,10.8532080173492,0.492999994754791,0.728749997913837,14.33999979496,0.0437499997206032,0.764999996870756,4.96625000238419,0.498333333333333,8.5,6.29499999955297
1991,4,Surface,7.37066666285197,31.875066502889,24.9042752583822,6.6666667064031,97.7025470733643,0.549999996026357,0.395999998350938,5.71333328882853,6.10933332443237,0.550833337629835,4.44533332188924,11.0543996493022,0.659333338340124,0.773333335916201,16.2141668001811,0.0524999997578561,0.900833360850811,6.65333332618078,0.9075,8.5,6.66016666206221
1992,1,Deep,6.1236666838328,34.4212497075399,27.0783642133077,6.84499994913737,98.7897904713949,0.67999999721845,0.205833333854874,8.02249983946482,8.22833331425985,0.433333333581686,4.2966666618983,12.0950231552124,0.348333328962326,0.886666655540466,16.1108331680298,0.0383333327869574,0.816666662693024,5.26666673024495,0.735,9.33333333333333,8.66166664784153
1992,1,Intermediate,5.38500006993612,32.6937500635783,25.8002250989278,7.16416668891907,100.408038457235,0.537500001490116,0.138333332724869,6.28666663169861,6.42499999205271,0.641666671882073,3.40833334128062,11.7033401330312,0.667500011622906,0.713333328564962,15.381666580836,0.0499999993480742,0.878333325187365,5.43333327770233,0.556363636363636,9.33333333333333,7.06666666393479
1992,1,Surface,4.69538892640008,30.0967778099908,23.8200430340237,7.47833326127794,101.33729256524,0.437777779168553,0.0994444447052148,5.17611122131348,5.27555557092031,0.733333339293798,3.34666666719649,11.7676895989312,1.82277779198355,0.751111111707158,17.0066668192546,0.0933333323854539,1.54444445835219,8.80055560006036,0.577647058823529,9.33333333333333,6.00888891021411
1992,2,Deep,7.3584166765213,34.5667498906453,27.0245374043783,6.36666671435038,94.6123892466227,0.484166661898295,0.27916667299966,2.8741666674614,3.15333333611488,2.10833332935969,2.4500000278155,7.69701218605042,0.178333333072563,0.621666667362054,14.1408333778381,0.0433333329856396,0.866666664679845,5.71666669845581,0.536666666666667,10,5.26166666547457
1992,2,Intermediate,8.52241659164429,32.9734996159871,25.587150255839,6.50583326816559,98.2417971293132,0.24916666932404,0.252499999478459,2.68583330512047,2.9383333226045,1.74583332737287,1.5466666718324,15.6518150170644,0.601666666567326,0.460833330949148,16.6691667238871,0.0716666663065553,2.35000000397364,13.6833335161209,0.498181818181818,10,4.68416664997737
1992,2,Surface,13.3691110875871,27.0561666488647,20.1069060961405,6.63444447517395,106.665627797445,0.0327777774590585,0.0633333329525259,1.00611110900839,1.06944446348482,0.350000001904037,1.13111111190584,29.2819453610314,1.05888888902134,0.334444445868333,15.0488889482286,0.0977777768340376,2.35555554760827,16.2388888994853,0.633888888888889,10,1.41944446538885
1992,3,Deep,12.0836667219798,34.4769163131714,26.1469155947367,5.24416665236155,86.481403986613,0.378333330154419,0.301666665201386,2.56333335240682,2.86500002940496,1.39999998236696,3.46749999125799,6.63463511069616,0.846666671335697,0.610833331942558,14.9424999554952,0.068333334599932,0.949999998013178,5.73333338896434,0.7275,9.66666666666667,4.26500001177192
1992,3,Intermediate,14.2795833746592,32.7500001589457,24.3659365971883,5.52083337306976,94.0865891774495,0.170000000856817,0.170833329825352,0.441666674489776,0.612500005712112,0.958333338300387,1.74499997496605,3.61916794379552,1.0483333269755,0.429090911691839,12.8349999586741,0.0933333323337138,1.25833332041899,7.6916667620341,0.391111111111111,9.66666666666667,1.5708333440125
