Year,Depth,Temperatur,Salt,Tetthet,O2,O2_metning,PO4,NO2,NO3,NO2_NO3,NH4,SiO4,N_P,Klorofyll,TotP,TotN,POP,PON,POC,TSM,Siktdyp
2003,Deep,8.71745456348766,34.3546820553866,26.608276237141,6.10114254734733,92.8151239915328,0.461235499178821,0.226818180897019,4.61752226948738,4.84434040839022,0.986363638869741,3.72759480232542,9.44288620081815,0.482481587339531,0.676363632760265,16.1181818138469,0.0709090908481316,1.25454544208267,8.78500006198883,0.803636363636364,8.6
2003,Intermediate,9.40154548395764,32.8129544258118,25.211096460169,6.40199951692061,97.2467810890891,0.277343818875538,0.207613636951216,3.50471636229618,3.71232998167927,1.00454546020112,2.9176185449416,12.9130256392739,1.14941755766896,0.531363634900613,16.8136366063898,0.0961363634348593,1.93863636119799,11.6119047687167,0.703636363636364,8.6
2003,Surface,9.96184616121822,29.1088616297795,22.1607611289391,6.9082305431366,102.795076927772,0.195816712214075,0.130484849129888,1.79839218317559,1.92887704017939,0.984848489928426,2.22585005358313,8.87069640015111,2.0881903446985,0.493939393397534,18.5666666464372,0.142272726547989,2.86212120092276,16.3984848658244,0.832424242424242,8.6
2004,Deep,8.98932499885559,34.2620498657227,26.4870274543762,6.17404730319977,94.4947330474854,0.431849174760282,0.267417048383504,3.99032503738999,4.25774210691452,0.712499996088445,3.43592082560062,9.20440193414688,0.428787842392921,0.689369942247868,15.2189838886261,0.0579999995417893,0.979999996721745,6.25499995946884,0.830526315789474,7.84615384615385
2004,Intermediate,9.64097506403923,33.0668245792389,25.4076096534729,6.37145330905914,97.8506523132324,0.319502825662494,0.27294232561253,2.71462168507278,2.98756400234997,0.907500002719462,2.7267827257514,8.7956202596426,0.804959027469158,0.586717925220728,15.3822144269943,0.0777499996125698,1.44500001221895,7.46000000834465,0.72,7.84615384615385
2004,Surface,10.1279499650002,29.622899945577,22.6186110655467,6.72713655630747,102.073839187622,0.240904647515466,0.174481364805251,2.09822022641699,2.27270158206423,0.956666666766008,2.79911514086028,8.26494400898616,1.42837732533614,0.568782598773638,18.5829233805339,0.118333333482345,2.43499998648961,13.1586207521373,0.862666666666667,7.84615384615385
2005,Deep,8.63025676120411,34.375825101679,26.6571565974842,6.09905610301278,92.8129177093506,0.449049658396027,0.275895682798529,4.66305112838745,4.93894683501937,1.02727273191241,3.84775250879201,10.4153492450714,0.434603109955788,0.681358357044784,18.0792895447124,0.0583534548059106,1.14512873237783,12.7363923462954,0.998,5.85714285714286
2005,Intermediate,9.38267501646822,32.4851023067128,24.9950641285289,6.32279879547829,96.1834855190543,0.281491133384407,0.26242329468104,3.42675867084075,3.68918198618022,0.925000001083721,2.94424091715535,13.2249899127267,0.922981758347966,0.554168495942246,17.22843950445,0.0776421818882227,1.36860945008018,10.0377788218585,0.735238095238095,5.85714285714286
2005,Surface,10.0922333507827,28.544748508569,21.7587033763076,6.8053332603339,102.18863466703,0.203316813969815,0.161060758541818,2.03983754306241,2.20089828832583,0.639393941583959,2.79445028875136,7.02852553580747,1.68134770677848,0.517363984476436,18.2683477112741,0.136579878289591,2.5237391536886,16.2592033617424,1.00984126984127,5.85714285714286
2006,Deep,8.85797615278335,34.523976462228,26.728007816133,6.18796517632224,94.9289116632371,0.412820345976136,0.25921677347188,3.64776787466624,3.90698464350267,0.997727276249365,3.68283216519789,8.26167298988863,0.33293967931108,0.615642795508558,14.959894657135,0.0518519348380241,0.735454545779662,7.46590899337422,0.9,7.3
2006,Intermediate,9.93613634055311,33.083000053059,25.3497216051275,6.28220563585108,96.8257600610906,0.287271828983318,0.272876977920532,2.3793480807746,2.65222504328598,1.05909090878611,3.0621952902187,8.05836338617585,1.02839813296768,0.518445803360505,14.4185921495611,0.0806112212382934,1.02727272835645,9.21545455672524,0.76375,7.3
2006,Surface,10.4481211611719,29.4990604863022,22.3711844068585,6.58330130577087,99.8477562413071,0.218776615392981,0.189910605775587,1.48827068891489,1.67818129864154,0.789393943593358,3.07271056396492,6.80984378944744,1.91618167947639,0.510763364759358,16.3599209351973,0.147507138268063,1.70590908780242,14.663333307613,0.8175,7.3
2007,Deep,9.32395451719111,34.2837272123857,26.468968001279,5.96632907607339,92.132850300182,0.445052446628159,0.204625010998412,5.31494523720308,5.51957024362954,0.691395355345205,4.43498483029279,11.6686045690016,0.46312435885722,0.622740746237511,15.899064773737,0.0529718161338852,0.749523805720466,7.39047622680664,1.0847619047619,6.71428571428571
2007,Intermediate,10.0343864397569,32.5339544903148,24.9512670690363,6.19301595471122,95.7839861783114,0.279274116439576,0.218420152002099,3.7150080263276,3.93342820030044,0.806818196550012,3.86977562037381,11.9443024505268,0.746970345012166,0.488875263116576,15.0635642138394,0.076149925166233,0.898726916448636,8.62539637630636,0.725454545454545,6.71428571428571
2007,Surface,10.3992878451492,29.0484089417891,22.1456497510274,6.64083719976021,101.354731819846,0.235056560035005,0.132278254467317,3.08326853337613,3.21554678746245,0.666666670617732,3.81247401779348,9.786455092105,1.3543728068471,0.504374269283179,17.0469936891036,0.13734586175644,1.52732713746302,14.733852686304,0.885384615384615,6.71428571428571
2008,Deep,9.05013637109236,34.1518632715399,26.3896754438227,6.14424528858878,94.0673831592907,0.425142138011076,0.42163334236565,4.5688620517877,4.99049538915808,0.729545460336588,4.16059951348738,10.739698139104,0.368245109915733,0.646884024820545,16.165407744321,0.0571706865660169,1.35870703912917,9.26234255518232,0.982857142857143,6.71428571428571
2008,Intermediate,9.54634087194096,32.5903409177607,25.0265788598494,6.38323602893136,97.2892428311435,0.342530282891609,0.401315041479062,4.58314430341125,4.98445932414721,0.929545463824814,3.98456847176633,12.9853820678863,1.01744059507142,0.590462173250588,18.057874917984,0.0967387033756389,1.80560946870934,12.8931274197318,0.93609756097561,6.71428571428571
2008,Surface,9.78806063261899,28.715242356965,21.9523705713677,6.72351055434256,100.596661191998,0.26158468546628,0.278323610270904,3.0625393058766,3.34086290176845,0.731818184256554,3.69093845739509,10.7961172226704,1.6033659365141,0.57237219991106,17.9087372404156,0.134490443845138,2.20417689373999,16.1947646141052,0.953174603174603,6.71428571428571
2009,Deep,9.05956523314766,34.3722607985787,26.5603023611981,6.18061457123867,94.9617554420649,0.401685765256052,0.312667318579295,3.49131043320117,3.80397773760816,1.1589157714144,3.1463647769845,8.58823842846829,0.361070550654245,0.601275101304054,14.5886052173117,0.0602468739709128,1.34667937004048,10.949986262755,1.00217391304348,8.3125
2009,Intermediate,9.44993480910426,32.8501090174136,25.2637983405072,6.42947284565416,97.7403291214344,0.305185866420684,0.206459354082851,2.58394983880546,2.79040919454849,0.890710740471664,2.99845287981241,7.17060296431832,0.652575506788233,0.54380497077237,13.8862073317818,0.0759353900490248,1.51098812598249,11.8910085613077,0.83695652173913,8.3125
2009,Surface,9.78952175810717,29.1341449350551,22.2509285194286,6.87417630588307,102.812242507935,0.240741859176669,0.124827926951474,1.91306514152582,2.03789307009699,0.896073028985141,2.82751843074094,6.1416239168333,1.72117880613044,0.552957977937615,15.5243365246317,0.141429541200615,2.18743532982425,17.1929726094911,0.926811594202899,8.3125
2010,Deep,8.1769750058651,34.3615500450134,26.7173038959503,5.93634123802185,89.4045969009399,0.447780809551477,0.251068819616921,4.21427413523197,4.46534295976162,1.0982283923775,3.54626494646072,9.33002470731735,0.21816076003015,0.673965262621641,15.8768797874451,0.0540867236442864,0.964111427590251,8.22788821458817,1.2165,8.64285714285714
2010,Intermediate,9.82440002560616,32.7378002166748,25.1344703674316,6.16539735794067,94.9693542480469,0.263174459990114,0.232380657736212,2.13309642951936,2.36547710839659,0.951073782145977,2.37523578107357,7.62467339634895,0.610139878839254,0.526406567543745,13.6466547012329,0.0722495082765818,1.23962897062302,9.74223719835281,0.9925,8.64285714285714
2010,Surface,10.1490500460068,29.077600034078,22.145138613383,6.71388847033183,101.249996185303,0.163375569134951,0.127478946372867,0.958160346870621,1.08563929374019,0.759939190372825,1.60218648289641,5.23222543994586,1.46677822868029,0.504402081171672,14.6629181067149,0.143163853635391,2.04987182617187,16.1510113318761,1.02067796610169,8.64285714285714
2011,Deep,9.20872614176377,34.115710714589,26.3148989055468,6.09684411339138,93.4370795540188,0.320217319480751,0.332265993742191,2.75735744963522,3.08962344345839,1.15739799273156,3.03103990399319,8.18857983402584,0.365100677246633,0.575705648823218,13.2826501022686,0.0601423439569771,1.30226736366749,9.89616093635559,0.971111111111111,8.8421052631579
2011,Intermediate,9.59280433991681,32.5335257986318,24.9735939191735,6.32301342222426,96.2460283067491,0.232113031022575,0.348458938867502,2.59167743887266,2.94013638875407,1.18081666901708,2.47997591741707,10.7374996737294,0.859275358364634,0.470113395289941,14.2244993773374,0.0865330059081316,1.42133491486311,10.2149585962296,0.893055555555555,8.8421052631579
2011,Surface,10.0523161454236,29.1040044672349,22.2008358730989,6.72867301016143,101.386176138213,0.185342203987681,0.245753912012214,1.85564692034993,2.10140083649236,0.806135787850335,2.75843061674116,11.5119651720144,1.86966732749041,0.496971427942767,16.4364223769217,0.146305151283741,2.21067446966966,16.7781585057576,0.952,8.8421052631579
2012,Deep,9.11812500520186,34.2079181671143,26.4343908483332,6.02575899254192,92.4964011799205,0.390167518772862,0.310056900944222,3.68310899609192,3.99316589872945,0.947758391499519,3.81429622931914,9.07341182773763,0.325530434873971,0.601892115040259,14.4355014887723,0.0638015149604707,1.35909146354312,11.5180151576088,NA,8.95
2012,Intermediate,9.82010462880135,32.1757067767057,24.6889553070068,6.20311482386156,95.2445347525857,0.256881298412654,0.19489071581682,2.34820691140538,2.54309763606976,0.876601058102789,3.08355068923398,8.13254008509896,1.06275692785328,0.468546691265973,13.968177578666,0.076399641998467,1.35638431920892,11.5540866170611,NA,8.95
2012,Surface,10.1833196914557,28.2706727981567,21.5362897930723,6.67082730206576,100.480494528106,0.209229561726026,0.154950000402151,1.84205430571103,1.9970043145233,0.817297901662569,3.26290186136171,7.15620381904371,0.937548783692447,0.476460147987713,16.0479255589572,0.119934619773948,1.90536960013329,16.8279523773799,NA,8.95
2013,Deep,8.69890909845179,34.3683566180142,26.6368376558477,5.98472926833413,91.2901026985862,0.424237796528773,0.236752819396894,3.79002914171327,4.02678195319392,NA,3.5839972902428,8.38861552693627,0.310317636068378,0.609261485663327,14.2445690198378,NA,NA,NA,NA,8.94736842105263
2013,Intermediate,9.65658864649859,33.0155705538663,25.371675751426,6.18238114226948,95.1251498135653,0.321793001991781,0.244909696069292,2.81144334900786,3.05635304190218,0.768088870016592,2.90068691901185,7.43817177414894,0.64963501420888,0.544772498986938,13.8259040225636,0.0726354488482078,1.16493501123928,9.69782378560021,NA,8.94736842105263
2013,Surface,9.77216665130673,28.5440181385387,21.7536138476747,6.72947830053476,100.324399390587,0.231092722070488,0.196573255569533,1.68948121301152,1.88605447217935,0.767572115101511,2.97214700789614,5.4457146489259,1.16307939521291,0.516171087143999,15.5260633266333,0.130876512458873,1.91092113559208,16.1520511006552,NA,8.94736842105263
2014,Deep,9.24152269146659,34.2147885235873,26.4176943952387,5.9489555684003,91.4661306901412,0.39624948901209,0.338669047563929,4.4331369721754,4.77180601385507,NA,3.64150766621936,11.6848288557746,0.52279540066692,0.596753948114135,15.0743378292431,NA,NA,NA,1.2925,8.55555555555556
2014,Intermediate,10.6054545695131,32.4869115569375,24.7781261964278,6.15616428852081,96.0026017969305,0.261622839437967,0.392346527173438,3.12352211807262,3.51586864888668,0.711149299686605,3.01294670863585,11.921184155074,0.776993644339117,0.482976681806824,14.9542885260148,0.0693349547218531,1.32847021249208,12.2642752582377,0.785416666666667,8.55555555555556
2014,Surface,11.7383318850488,27.6074879964193,20.7554596843142,6.55707209038012,101.651925982851,0.197513993716601,0.211337305802965,2.02166084640405,2.2329981599116,0.765559981943983,2.82329309754299,8.68269270297253,1.33352135550795,0.498130533279795,18.4217529152379,0.135631967307718,2.33012980674252,21.1115746931596,1.17028571428571,8.55555555555556
2015,Deep,9.36297725547444,34.0787047906355,26.293343890797,6.06542908061634,93.5170489224521,0.372672185301781,0.287533048455688,3.47778924554586,3.76532229510221,NA,3.137653040615,9.11823961409655,0.504423736780882,0.56888435035944,14.4636935104023,NA,NA,NA,1.01863636363636,7.84210526315789
2015,Intermediate,10.2548977678472,32.6208386421204,24.9711405580694,6.22831870209087,96.8271486108953,0.254338953559372,0.195833167992532,2.64148439365354,2.837317567996,0.966792644763535,2.50729480182583,9.3843726597049,0.775251618501815,0.479277410290458,14.4298801205375,0.085880027406595,1.4375382092866,10.5432309995998,0.789302325581395,7.84210526315789
2015,Surface,10.4803682168325,29.4797788677794,22.4649858619228,6.54086316715587,100.124624888102,0.224742623469369,0.154661533719098,2.1941379586404,2.3487994770209,0.835218871407437,2.73937846426711,8.80471351291194,1.5276428704912,0.513771116282001,16.8180881991531,0.128934582074483,2.28386045766599,17.7128268733169,1.13984848484848,7.84210526315789
2016,Deep,8.71728638085452,34.2489340522073,26.5281880985607,5.99481342055581,91.1956981312145,0.425109855153344,0.24362460362979,4.4056036431681,4.64922823587602,NA,3.84509653665803,10.2130810212005,0.403827275064859,0.626861862160943,16.3898671757091,NA,NA,NA,0.922,8.5
2016,Intermediate,9.84786589037288,32.6518726782365,25.0441639206626,6.20903454043648,95.4883797385476,0.283338161693378,0.183924019675363,3.01655442809517,3.20047844675454,0.854683074592189,3.0716470263221,9.95835892178795,0.659879175268791,0.511959137564356,15.1310930252075,0.0724128252741965,1.11689226383843,9.52193064136165,0.81825,8.5
2016,Surface,10.4035014744961,27.5259074875803,20.9097870479931,6.76758006124785,101.721759102561,0.203319852212162,0.0952262213086766,2.25060232649698,2.34582852967309,0.698698657085047,2.85602496756297,7.98225663105647,1.91162993217056,0.491392547434027,16.7673877802762,0.118628430208473,1.62329016601453,13.2043602005128,0.805423728813559,8.5
