Variable,Year,Value
Hydro_POC_Deep,1993,5.13636360385201
Hydro_POC_Intermediate,1993,7.50681819699027
Hydro_POC_Surface,1993,12.1151515064817
Hydro_POC_Deep,1994,6.43636362119155
Hydro_POC_Intermediate,1994,8.39545459097082
Hydro_POC_Surface,1994,13.5272727572557
Hydro_POC_Deep,1995,5.72272729873657
Hydro_POC_Intermediate,1995,9.41136366128922
Hydro_POC_Surface,1995,15.1893939538436
Hydro_POC_Deep,1996,6.20476192519778
Hydro_POC_Intermediate,1996,9.0954545844685
Hydro_POC_Surface,1996,11.8212121544462
Hydro_POC_Deep,1997,5.7909091331742
Hydro_POC_Intermediate,1997,7.95227272402157
Hydro_POC_Surface,1997,10.5757575938196
Hydro_POC_Deep,1998,5.56499999761581
Hydro_POC_Intermediate,1998,7.23589740655361
Hydro_POC_Surface,1998,13.2271186254792
Hydro_POC_Deep,1999,7.9238095056443
Hydro_POC_Intermediate,1999,9.05000003901395
Hydro_POC_Surface,1999,15.706060554042
Hydro_POC_Deep,2000,7.95454549789429
Hydro_POC_Intermediate,2000,9.36458337306976
Hydro_POC_Surface,2000,16.8736111256811
Hydro_POC_Deep,2001,10.0909091125835
Hydro_POC_Intermediate,2001,12.4409090714021
Hydro_POC_Surface,2001,19.1409089998765
Hydro_POC_Deep,2002,8.41428565979004
Hydro_POC_Intermediate,2002,12.5428570225125
Hydro_POC_Surface,2002,18.8968253892566
Hydro_POC_Deep,2003,8.78500006198883
Hydro_POC_Intermediate,2003,11.6119047687167
Hydro_POC_Surface,2003,16.3984848658244
Hydro_POC_Deep,2004,6.25499995946884
Hydro_POC_Intermediate,2004,7.46000000834465
Hydro_POC_Surface,2004,13.1586207521373
Hydro_POC_Deep,2005,12.7363923462954
Hydro_POC_Intermediate,2005,10.0377788218585
Hydro_POC_Surface,2005,16.2592033617424
Hydro_POC_Deep,2006,7.46590899337422
Hydro_POC_Intermediate,2006,9.21545455672524
Hydro_POC_Surface,2006,14.663333307613
Hydro_POC_Deep,2007,7.39047622680664
Hydro_POC_Intermediate,2007,8.62539637630636
Hydro_POC_Surface,2007,14.733852686304
Hydro_POC_Deep,2008,9.26234255518232
Hydro_POC_Intermediate,2008,12.8931274197318
Hydro_POC_Surface,2008,16.1947646141052
Hydro_POC_Deep,2009,10.949986262755
Hydro_POC_Intermediate,2009,11.8910085613077
Hydro_POC_Surface,2009,17.1929726094911
Hydro_POC_Deep,2010,8.22788821458817
Hydro_POC_Intermediate,2010,9.74223719835281
Hydro_POC_Surface,2010,16.1510113318761
Hydro_POC_Deep,2011,9.89616093635559
Hydro_POC_Intermediate,2011,10.2149585962296
Hydro_POC_Surface,2011,16.7781585057576
Hydro_POC_Deep,2012,11.5180151576088
Hydro_POC_Intermediate,2012,11.5540866170611
Hydro_POC_Surface,2012,16.8279523773799
Hydro_POC_Deep,2013,NA
Hydro_POC_Intermediate,2013,9.69782378560021
Hydro_POC_Surface,2013,16.1520511006552
Hydro_POC_Deep,2014,NA
Hydro_POC_Intermediate,2014,12.2642752582377
Hydro_POC_Surface,2014,21.1115746931596
Hydro_POC_Deep,2015,NA
Hydro_POC_Intermediate,2015,10.5432309995998
Hydro_POC_Surface,2015,17.7128268733169
Hydro_POC_Deep,2016,NA
Hydro_POC_Intermediate,2016,9.52193064136165
Hydro_POC_Surface,2016,13.2043602005128
Hydro_TSM_Deep,1990,0.447
Hydro_TSM_Intermediate,1990,0.4095
Hydro_TSM_Surface,1990,0.546666666666667
Hydro_TSM_Deep,1991,0.886111111111111
Hydro_TSM_Intermediate,1991,0.672631578947368
Hydro_TSM_Surface,1991,0.751607142857143
Hydro_TSM_Deep,1992,0.7265
Hydro_TSM_Intermediate,1992,0.501578947368421
Hydro_TSM_Surface,1992,0.571803278688525
Hydro_TSM_Deep,1993,0.7835
Hydro_TSM_Intermediate,1993,0.695365853658537
Hydro_TSM_Surface,1993,0.810625
Hydro_TSM_Deep,1994,0.848260869565217
Hydro_TSM_Intermediate,1994,0.717380952380952
Hydro_TSM_Surface,1994,0.909848484848485
Hydro_TSM_Deep,1995,0.659444444444444
Hydro_TSM_Intermediate,1995,0.7971875
Hydro_TSM_Surface,1995,0.928913043478261
Hydro_TSM_Deep,1996,0.588947368421053
Hydro_TSM_Intermediate,1996,0.556153846153846
Hydro_TSM_Surface,1996,0.648245614035088
Hydro_TSM_Deep,1997,0.719090909090909
Hydro_TSM_Intermediate,1997,0.606818181818182
Hydro_TSM_Surface,1997,0.667424242424242
Hydro_TSM_Deep,1998,0.72
Hydro_TSM_Intermediate,1998,0.627272727272727
Hydro_TSM_Surface,1998,0.803404255319149
Hydro_TSM_Deep,1999,0.8495
Hydro_TSM_Intermediate,1999,0.722954545454545
Hydro_TSM_Surface,1999,0.992727272727273
Hydro_TSM_Deep,2000,1.25526315789474
Hydro_TSM_Intermediate,2000,0.820416666666667
Hydro_TSM_Surface,2000,1.07180555555556
Hydro_TSM_Deep,2001,0.87
Hydro_TSM_Intermediate,2001,0.765952380952381
Hydro_TSM_Surface,2001,0.9475
Hydro_TSM_Deep,2002,0.967
Hydro_TSM_Intermediate,2002,0.87525
Hydro_TSM_Surface,2002,0.900677966101695
Hydro_TSM_Deep,2003,0.803636363636364
Hydro_TSM_Intermediate,2003,0.703636363636364
Hydro_TSM_Surface,2003,0.832424242424242
Hydro_TSM_Deep,2004,0.830526315789474
Hydro_TSM_Intermediate,2004,0.72
Hydro_TSM_Surface,2004,0.862666666666667
Hydro_TSM_Deep,2005,0.998
Hydro_TSM_Intermediate,2005,0.735238095238095
Hydro_TSM_Surface,2005,1.00984126984127
Hydro_TSM_Deep,2006,0.9
Hydro_TSM_Intermediate,2006,0.76375
Hydro_TSM_Surface,2006,0.8175
Hydro_TSM_Deep,2007,1.0847619047619
Hydro_TSM_Intermediate,2007,0.725454545454545
Hydro_TSM_Surface,2007,0.885384615384615
Hydro_TSM_Deep,2008,0.982857142857143
Hydro_TSM_Intermediate,2008,0.93609756097561
Hydro_TSM_Surface,2008,0.953174603174603
Hydro_TSM_Deep,2009,1.00217391304348
Hydro_TSM_Intermediate,2009,0.83695652173913
Hydro_TSM_Surface,2009,0.926811594202899
Hydro_TSM_Deep,2010,1.2165
Hydro_TSM_Intermediate,2010,0.9925
Hydro_TSM_Surface,2010,1.02067796610169
Hydro_TSM_Deep,2011,0.971111111111111
Hydro_TSM_Intermediate,2011,0.893055555555555
Hydro_TSM_Surface,2011,0.952
Hydro_TSM_Deep,2012,1.07824074074074
Hydro_TSM_Intermediate,2012,0.857175925925926
Hydro_TSM_Surface,2012,1.0247619047619
Hydro_TSM_Deep,2013,1.18537037037037
Hydro_TSM_Intermediate,2013,0.821296296296296
Hydro_TSM_Surface,2013,1.09752380952381
Hydro_TSM_Deep,2014,1.2925
Hydro_TSM_Intermediate,2014,0.785416666666667
Hydro_TSM_Surface,2014,1.17028571428571
Hydro_TSM_Deep,2015,1.01863636363636
Hydro_TSM_Intermediate,2015,0.789302325581395
Hydro_TSM_Surface,2015,1.13984848484848
Hydro_TSM_Deep,2016,0.922
Hydro_TSM_Intermediate,2016,0.81825
Hydro_TSM_Surface,2016,0.805423728813559
Hydro_Secchi_Surface,1990,8.23076923076923
Hydro_Secchi_Surface,1991,9.19444444444444
Hydro_Secchi_Surface,1992,9.35
Hydro_Secchi_Surface,1993,8.70588235294118
Hydro_Secchi_Surface,1994,7.63157894736842
Hydro_Secchi_Surface,1995,7.38095238095238
Hydro_Secchi_Surface,1996,7.95454545454545
Hydro_Secchi_Surface,1997,7.04761904761905
Hydro_Secchi_Surface,1998,7.26666666666667
Hydro_Secchi_Surface,1999,6.42857142857143
Hydro_Secchi_Surface,2000,7.53846153846154
Hydro_Secchi_Surface,2001,7.3125
Hydro_Secchi_Surface,2002,7.33333333333333
Hydro_Secchi_Surface,2003,8.6
Hydro_Secchi_Surface,2004,7.84615384615385
Hydro_Secchi_Surface,2005,5.85714285714286
Hydro_Secchi_Surface,2006,7.3
Hydro_Secchi_Surface,2007,6.71428571428571
Hydro_Secchi_Surface,2008,6.71428571428571
Hydro_Secchi_Surface,2009,8.3125
Hydro_Secchi_Surface,2010,8.64285714285714
Hydro_Secchi_Surface,2011,8.8421052631579
Hydro_Secchi_Surface,2012,8.95
Hydro_Secchi_Surface,2013,8.94736842105263
Hydro_Secchi_Surface,2014,8.55555555555556
Hydro_Secchi_Surface,2015,7.84210526315789
Hydro_Secchi_Surface,2016,8.5
Hydro_DIN_Deep,1990,4.46388887803929
Hydro_DIN_Intermediate,1990,4.45211761463433
Hydro_DIN_Surface,1990,3.86750003031145
Hydro_DIN_Deep,1991,6.82452379007425
Hydro_DIN_Intermediate,1991,5.06404764045562
Hydro_DIN_Surface,1991,3.73920631739828
Hydro_DIN_Deep,1992,5.88140316611605
Hydro_DIN_Intermediate,1992,4.68370554643304
Hydro_DIN_Surface,1992,3.60160738262145
Hydro_DIN_Deep,1993,7.34795455160466
Hydro_DIN_Intermediate,1993,5.04931818321347
Hydro_DIN_Surface,1993,3.80516666975437
Hydro_DIN_Deep,1994,7.57036465782885
Hydro_DIN_Intermediate,1994,7.51522724990818
Hydro_DIN_Surface,1994,5.67803029535395
Hydro_DIN_Deep,1995,7.35068185525862
Hydro_DIN_Intermediate,1995,5.99136364002797
Hydro_DIN_Surface,1995,4.86363634517924
Hydro_DIN_Deep,1996,6.78558136696039
Hydro_DIN_Intermediate,1996,4.68386366455392
Hydro_DIN_Surface,1996,3.08545470099445
Hydro_DIN_Deep,1997,4.97159091586416
Hydro_DIN_Intermediate,1997,4.35704545676708
Hydro_DIN_Surface,1997,3.72515153518003
Hydro_DIN_Deep,1998,5.64713036381922
Hydro_DIN_Intermediate,1998,4.17298246489693
Hydro_DIN_Surface,1998,3.47081796785877
Hydro_DIN_Deep,1999,6.30418611040642
Hydro_DIN_Intermediate,1999,6.47022726996378
Hydro_DIN_Surface,1999,5.24196969695163
Hydro_DIN_Deep,2000,5.36813363382085
Hydro_DIN_Intermediate,2000,4.7416352047585
Hydro_DIN_Surface,2000,4.16982203949657
Hydro_DIN_Deep,2001,5.75037416866557
Hydro_DIN_Intermediate,2001,4.78982682847841
Hydro_DIN_Surface,2001,3.49985945958531
Hydro_DIN_Deep,2002,7.28642004177961
Hydro_DIN_Intermediate,2002,5.91380785015367
Hydro_DIN_Surface,2002,4.83386128117877
Hydro_DIN_Deep,2003,5.83070404725996
Hydro_DIN_Intermediate,2003,4.71687544188039
Hydro_DIN_Surface,2003,2.91372553010782
Hydro_DIN_Deep,2004,4.97024210300297
Hydro_DIN_Intermediate,2004,3.89506400506943
Hydro_DIN_Surface,2004,3.22936824883024
Hydro_DIN_Deep,2005,5.96621956693178
Hydro_DIN_Intermediate,2005,4.61418198726394
Hydro_DIN_Surface,2005,2.84029222990979
Hydro_DIN_Deep,2006,4.90471191975203
Hydro_DIN_Intermediate,2006,3.71131595207209
Hydro_DIN_Surface,2006,2.4675752422349
Hydro_DIN_Deep,2007,6.21096559897475
Hydro_DIN_Intermediate,2007,4.74024639685046
Hydro_DIN_Surface,2007,3.88221345808018
Hydro_DIN_Deep,2008,5.72004084949466
Hydro_DIN_Intermediate,2008,5.91400478797203
Hydro_DIN_Surface,2008,4.072681086025
Hydro_DIN_Deep,2009,4.96289350902257
Hydro_DIN_Intermediate,2009,3.68111993502016
Hydro_DIN_Surface,2009,2.93396609908213
Hydro_DIN_Deep,2010,5.56357135213911
Hydro_DIN_Intermediate,2010,3.31655089054257
Hydro_DIN_Surface,2010,1.84557848411302
Hydro_DIN_Deep,2011,4.24702143618995
Hydro_DIN_Intermediate,2011,4.12095305777114
Hydro_DIN_Surface,2011,2.9075366243427
Hydro_DIN_Deep,2012,4.94092429022897
Hydro_DIN_Intermediate,2012,3.41969869417255
Hydro_DIN_Surface,2012,2.81430221618587
Hydro_DIN_Deep,2013,NA
Hydro_DIN_Intermediate,2013,3.82444191191878
Hydro_DIN_Surface,2013,2.65362658728086
Hydro_DIN_Deep,2014,NA
Hydro_DIN_Intermediate,2014,4.22701794857329
Hydro_DIN_Surface,2014,2.99855814185558
Hydro_DIN_Deep,2015,NA
Hydro_DIN_Intermediate,2015,3.80411021275954
Hydro_DIN_Surface,2015,3.18401834842834
Hydro_DIN_Deep,2016,NA
Hydro_DIN_Intermediate,2016,4.05516152134673
Hydro_DIN_Surface,2016,3.04452718675814
Plankton_Diatoms,1994,1026600
Plankton_Diatoms,1995,483288.888888889
Plankton_Diatoms,1996,337122.727272727
Plankton_Diatoms,1997,130965.454545455
Plankton_Diatoms,1998,78212.5
Plankton_Diatoms,1999,174823.80952381
Plankton_Diatoms,2000,218789.090909091
Plankton_Diatoms,2001,277632.727272727
Plankton_Diatoms,2002,380014
Plankton_Diatoms,2003,687722.272727273
Plankton_Diatoms,2004,300927.142857143
Plankton_Diatoms,2005,545671.428571429
Plankton_Diatoms,2006,307070
Plankton_Diatoms,2007,614404.090909091
Plankton_Diatoms,2008,691500
Plankton_Diatoms,2009,1133271.81818182
Plankton_Diatoms,2010,209996.5
Plankton_Diatoms,2011,225633.5
Plankton_Diatoms,2012,86496.8421052632
Plankton_Diatoms,2013,576640
Plankton_Diatoms,2014,421227.272727273
Plankton_Diatoms,2015,197501.818181818
Plankton_Diatoms,2016,354858.727272727
Plankton_Dinoflagellates,1994,129689.473684211
Plankton_Dinoflagellates,1995,166506.666666667
Plankton_Dinoflagellates,1996,119836.454545455
Plankton_Dinoflagellates,1997,81819.5454545455
Plankton_Dinoflagellates,1998,146341
Plankton_Dinoflagellates,1999,170661.904761905
Plankton_Dinoflagellates,2000,146474.545454545
Plankton_Dinoflagellates,2001,160110.909090909
Plankton_Dinoflagellates,2002,64288.6666666667
Plankton_Dinoflagellates,2003,51497.7272727273
Plankton_Dinoflagellates,2004,33460.9523809524
Plankton_Dinoflagellates,2005,85208.5714285714
Plankton_Dinoflagellates,2006,115465.714285714
Plankton_Dinoflagellates,2007,77594.5454545455
Plankton_Dinoflagellates,2008,52387.1428571429
Plankton_Dinoflagellates,2009,54486.3636363636
Plankton_Dinoflagellates,2010,40719
Plankton_Dinoflagellates,2011,70876
Plankton_Dinoflagellates,2012,39657.3684210526
Plankton_Dinoflagellates,2013,31232.7272727273
Plankton_Dinoflagellates,2014,45129.0909090909
Plankton_Dinoflagellates,2015,33140.9090909091
Plankton_Dinoflagellates,2016,20673
Plankton_Flagellates,1994,3305884.21052632
Plankton_Flagellates,1995,3032691.66666667
Plankton_Flagellates,1996,3828886.36363636
Plankton_Flagellates,1997,3733968.27272727
Plankton_Flagellates,1998,4554540
Plankton_Flagellates,1999,5254633.33333333
Plankton_Flagellates,2000,2332249.09090909
Plankton_Flagellates,2001,4630801.81818182
Plankton_Flagellates,2002,1608832
Plankton_Flagellates,2003,2742038.18181818
Plankton_Flagellates,2004,1091752.85714286
Plankton_Flagellates,2005,3162148.57142857
Plankton_Flagellates,2006,4490048.0952381
Plankton_Flagellates,2007,1524652.27272727
Plankton_Flagellates,2008,846543.809523809
Plankton_Flagellates,2009,854443.181818182
Plankton_Flagellates,2010,647929
Plankton_Flagellates,2011,845331
Plankton_Flagellates,2012,353045.263157895
Plankton_Flagellates,2013,2611537.27272727
Plankton_Flagellates,2014,3544287.27272727
Plankton_Flagellates,2015,2461198.18181818
Plankton_Flagellates,2016,2577520.72727273
HardBottom_Lowergrowth_HT113,1990,0.98
HardBottom_Lowergrowth_HT113,1991,0.93
HardBottom_Lowergrowth_HT113,1992,0.91
HardBottom_Lowergrowth_HT113,1993,0.85
HardBottom_Lowergrowth_HT113,1994,0.9
HardBottom_Lowergrowth_HT113,1995,0.9
HardBottom_Lowergrowth_HT113,1996,0.95
HardBottom_Lowergrowth_HT113,1997,0.98
HardBottom_Lowergrowth_HT113,1998,0.95
HardBottom_Lowergrowth_HT113,1999,0.95
HardBottom_Lowergrowth_HT113,2000,0.94
HardBottom_Lowergrowth_HT113,2001,0.95
HardBottom_Lowergrowth_HT113,2002,0.93
HardBottom_Lowergrowth_HT113,2003,0.95
HardBottom_Lowergrowth_HT113,2004,0.88
HardBottom_Lowergrowth_HT113,2005,0.88
HardBottom_Lowergrowth_HT113,2006,0.97
HardBottom_Lowergrowth_HT113,2007,0.89
HardBottom_Lowergrowth_HT113,2008,0.94
HardBottom_Lowergrowth_HT113,2009,0.85
HardBottom_Lowergrowth_HT113,2010,0.89
HardBottom_Lowergrowth_HT113,2011,0.89
HardBottom_Lowergrowth_HT113,2012,0.9
HardBottom_Lowergrowth_HT113,2013,0.73
HardBottom_Lowergrowth_HT113,2014,0.857142857
HardBottom_Lowergrowth_HT113,2015,0.9
HardBottom_Lowergrowth_HT113,2016,0.914285714
HardBottom_Lowergrowth_HR104,1990,0.93
HardBottom_Lowergrowth_HR104,1991,0.94
HardBottom_Lowergrowth_HR104,1992,0.89
HardBottom_Lowergrowth_HR104,1993,0.89
HardBottom_Lowergrowth_HR104,1994,0.83
HardBottom_Lowergrowth_HR104,1995,0.86
HardBottom_Lowergrowth_HR104,1996,0.93
HardBottom_Lowergrowth_HR104,1997,0.85
HardBottom_Lowergrowth_HR104,1998,0.91
HardBottom_Lowergrowth_HR104,1999,0.97
HardBottom_Lowergrowth_HR104,2000,0.93
HardBottom_Lowergrowth_HR104,2001,0.91
HardBottom_Lowergrowth_HR104,2002,0.88
HardBottom_Lowergrowth_HR104,2003,0.88
HardBottom_Lowergrowth_HR104,2004,0.91
HardBottom_Lowergrowth_HR104,2005,0.91
HardBottom_Lowergrowth_HR104,2006,0.95
HardBottom_Lowergrowth_HR104,2007,0.86
HardBottom_Lowergrowth_HR104,2008,0.83
HardBottom_Lowergrowth_HR104,2009,0.83
HardBottom_Lowergrowth_HR104,2010,0.89
HardBottom_Lowergrowth_HR104,2011,0.89
HardBottom_Lowergrowth_HR104,2012,0.86
HardBottom_Lowergrowth_HR104,2013,0.74
HardBottom_Lowergrowth_HR104,2014,0.857142857
HardBottom_Lowergrowth_HR104,2015,0.657142857
HardBottom_Lowergrowth_HR104,2016,0.771428571
SoftBottom_NQI1_BR1,1990,0.773851595823257
SoftBottom_NQI1_BR1,1991,0.727396596405568
SoftBottom_NQI1_BR1,1992,0.723976085785012
SoftBottom_NQI1_BR1,1993,0.727643097765453
SoftBottom_NQI1_BR1,1994,0.741981341618821
SoftBottom_NQI1_BR1,1995,0.739435977947535
SoftBottom_NQI1_BR1,1996,0.694709142549313
SoftBottom_NQI1_BR1,1997,0.713994053984646
SoftBottom_NQI1_BR1,1998,0.76271194383243
SoftBottom_NQI1_BR1,1999,0.780649423613103
SoftBottom_NQI1_BR1,2000,0.771012627831876
SoftBottom_NQI1_BR1,2001,0.781100273516901
SoftBottom_NQI1_BR1,2002,0.720027597921
SoftBottom_NQI1_BR1,2003,0.752785255876157
SoftBottom_NQI1_BR1,2004,0.752357350246726
SoftBottom_NQI1_BR1,2005,0.738512744470613
SoftBottom_NQI1_BR1,2006,0.700071132595266
SoftBottom_NQI1_BR1,2007,0.774844752360742
SoftBottom_NQI1_BR1,2008,0.75554352703822
SoftBottom_NQI1_BR1,2009,0.746922192348418
SoftBottom_NQI1_BR1,2010,0.7708619305
SoftBottom_NQI1_BR1,2011,0.752344368
SoftBottom_NQI1_BR1,2012,0.736433736741003
SoftBottom_NQI1_BR1,2013,0.73970841561928
SoftBottom_NQI1_BR1,2014,0.711845055589775
SoftBottom_NQI1_BR1,2015,0.762713582470659
SoftBottom_NQI1_BR1,2016,0.811286566142343
SoftBottom_NQI1_BT44,1990,0.562853860495785
SoftBottom_NQI1_BT44,1991,0.550384532452396
SoftBottom_NQI1_BT44,1992,0.612493167799599
SoftBottom_NQI1_BT44,1993,0.569219879236763
SoftBottom_NQI1_BT44,1994,0.582004117478018
SoftBottom_NQI1_BT44,1995,0.576476757938702
SoftBottom_NQI1_BT44,1996,0.583275363025507
SoftBottom_NQI1_BT44,1997,0.565018335513642
SoftBottom_NQI1_BT44,1998,0.586024304782752
SoftBottom_NQI1_BT44,1999,0.623101916848338
SoftBottom_NQI1_BT44,2000,0.619520284228936
SoftBottom_NQI1_BT44,2001,0.625020346932231
SoftBottom_NQI1_BT44,2002,0.619471058882926
SoftBottom_NQI1_BT44,2003,0.597927658540975
SoftBottom_NQI1_BT44,2004,0.624022998612114
SoftBottom_NQI1_BT44,2005,0.621158464877686
SoftBottom_NQI1_BT44,2006,0.639074524643747
SoftBottom_NQI1_BT44,2007,0.655160928826361
SoftBottom_NQI1_BT44,2008,0.661902876104669
SoftBottom_NQI1_BT44,2009,0.702125558139028
SoftBottom_NQI1_BT44,2010,0.753014845
SoftBottom_NQI1_BT44,2011,0.677320669
SoftBottom_NQI1_BT44,2012,0.698005458457584
SoftBottom_NQI1_BT44,2013,0.68000837557409
SoftBottom_NQI1_BT44,2014,0.684627374364645
SoftBottom_NQI1_BT44,2015,0.711895358439651
SoftBottom_NQI1_BT44,2016,0.727926729723869
