Variable,Year,Quarter,Value
Salt_Deep,2016,4,34.315149307251
Salt_Intermediate,2016,4,32.9275751113892
Salt_Surface,2016,4,31.6749000549316
Tetthet_Deep,1989,4,26.3385620117188
Tetthet_Intermediate,1989,4,26.0360803604126
Tetthet_Surface,1989,4,24.4581476847331
Tetthet_Deep,1990,1,26.5758376121521
Tetthet_Intermediate,1990,1,26.0035841464996
Tetthet_Surface,1990,1,24.9024895032247
Tetthet_Deep,1990,2,26.8425779342651
Tetthet_Intermediate,1990,2,25.2310605049133
Tetthet_Surface,1990,2,19.4730393091838
Tetthet_Deep,1990,3,26.1631956100464
Tetthet_Intermediate,1990,3,24.893363571167
Tetthet_Surface,1990,3,22.1768845876058
Tetthet_Deep,1990,4,26.3411821365356
Tetthet_Intermediate,1990,4,25.5826496124268
Tetthet_Surface,1990,4,23.1224325815837
Tetthet_Deep,1991,1,27.2228455543518
Tetthet_Intermediate,1991,1,25.0929207801819
Tetthet_Surface,1991,1,21.5213705698649
Tetthet_Deep,1991,2,27.0627986590068
Tetthet_Intermediate,1991,2,25.194055557251
Tetthet_Surface,1991,2,21.9375281863742
Tetthet_Deep,1991,3,26.2655030886332
Tetthet_Intermediate,1991,3,24.3606553077698
Tetthet_Surface,1991,3,21.9507616890801
Tetthet_Deep,1991,4,26.4179546356201
Tetthet_Intermediate,1991,4,25.5922822952271
Tetthet_Surface,1991,4,24.9042752583822
Tetthet_Deep,1992,1,27.0783642133077
Tetthet_Intermediate,1992,1,25.8002250989278
Tetthet_Surface,1992,1,23.8200430340237
Tetthet_Deep,1992,2,27.0245374043783
Tetthet_Intermediate,1992,2,25.587150255839
Tetthet_Surface,1992,2,20.1069060961405
Tetthet_Deep,1992,3,26.1469155947367
Tetthet_Intermediate,1992,3,24.3659365971883
Tetthet_Surface,1992,3,22.2020319832696
Tetthet_Deep,1992,4,26.5406713485718
Tetthet_Intermediate,1992,4,26.2068286895752
Tetthet_Surface,1992,4,24.9531233469645
Tetthet_Deep,1993,1,27.1809394836426
Tetthet_Intermediate,1993,1,26.1558523178101
Tetthet_Surface,1993,1,23.6539971669515
Tetthet_Deep,1993,2,26.7989155451457
Tetthet_Intermediate,1993,2,25.6838305791219
Tetthet_Surface,1993,2,21.5213630464342
Tetthet_Deep,1993,3,26.6172260284424
Tetthet_Intermediate,1993,3,24.6144197463989
Tetthet_Surface,1993,3,20.523996480306
Tetthet_Deep,1993,4,26.7148987452189
Tetthet_Intermediate,1993,4,25.2376575469971
Tetthet_Surface,1993,4,23.2618014017741
Tetthet_Deep,1994,1,26.7363298734029
Tetthet_Intermediate,1994,1,25.9686684608459
Tetthet_Surface,1994,1,23.5963604185316
Tetthet_Deep,1994,2,26.9138152599335
Tetthet_Intermediate,1994,2,25.6463890075684
Tetthet_Surface,1994,2,21.2175571123759
Tetthet_Deep,1994,3,26.7103327115377
Tetthet_Intermediate,1994,3,24.4996120134989
Tetthet_Surface,1994,3,20.3031782574124
Tetthet_Deep,1994,4,26.3090892791748
Tetthet_Intermediate,1994,4,25.5989181518555
Tetthet_Surface,1994,4,24.3713766733805
Tetthet_Deep,1995,1,26.6500816345215
Tetthet_Intermediate,1995,1,25.4245483398437
Tetthet_Surface,1995,1,23.9802349090576
Tetthet_Deep,1995,2,26.8272808392843
Tetthet_Intermediate,1995,2,25.0088262557983
Tetthet_Surface,1995,2,18.6778676774767
Tetthet_Deep,1995,3,26.6797536214193
Tetthet_Intermediate,1995,3,23.7897610664368
Tetthet_Surface,1995,3,19.7238172954983
Tetthet_Deep,1995,4,26.63472032547
Tetthet_Intermediate,1995,4,24.9867986043294
Tetthet_Surface,1995,4,23.4582084019979
Tetthet_Deep,1996,1,27.3223093350728
Tetthet_Intermediate,1996,1,25.5399525960286
Tetthet_Surface,1996,1,22.5014557308621
Tetthet_Deep,1996,2,27.0079648971558
Tetthet_Intermediate,1996,2,26.1253261566162
Tetthet_Surface,1996,2,23.0653078715007
Tetthet_Deep,1996,3,26.6982469558716
Tetthet_Intermediate,1996,3,24.9349409739176
Tetthet_Surface,1996,3,21.6406589084201
Tetthet_Deep,1996,4,26.4386701583862
Tetthet_Intermediate,1996,4,25.6723596572876
Tetthet_Surface,1996,4,24.470281346639
Tetthet_Deep,1997,1,26.9243580500285
Tetthet_Intermediate,1997,1,26.4325284957886
Tetthet_Surface,1997,1,25.6489475038316
Tetthet_Deep,1997,2,26.7846156756083
Tetthet_Intermediate,1997,2,25.4476235707601
Tetthet_Surface,1997,2,19.0338973469204
Tetthet_Deep,1997,3,26.3773542404175
Tetthet_Intermediate,1997,3,25.2337080001831
Tetthet_Surface,1997,3,22.980638885498
Tetthet_Deep,1997,4,26.4201076030731
Tetthet_Intermediate,1997,4,25.5338649749756
Tetthet_Surface,1997,4,23.4725502332052
Tetthet_Deep,1998,1,26.8364957173665
Tetthet_Intermediate,1998,1,26.2723469734192
Tetthet_Surface,1998,1,24.0385372903612
Tetthet_Deep,1998,2,26.406397819519
Tetthet_Intermediate,1998,2,25.0228967666626
Tetthet_Surface,1998,2,22.1826054255168
Tetthet_Deep,1998,3,26.1253100633621
Tetthet_Intermediate,1998,3,24.5970818996429
Tetthet_Surface,1998,3,21.5477546056112
Tetthet_Deep,1998,4,25.9795866012573
Tetthet_Intermediate,1998,4,24.9637562433879
Tetthet_Surface,1998,4,23.4344230228
Tetthet_Deep,1999,1,26.9325035095215
Tetthet_Intermediate,1999,1,25.9296110153198
Tetthet_Surface,1999,1,23.1493881225586
Tetthet_Deep,1999,2,26.9136961423434
Tetthet_Intermediate,1999,2,24.9583440508161
Tetthet_Surface,1999,2,20.4658051445371
Tetthet_Deep,1999,3,26.2159400939941
Tetthet_Intermediate,1999,3,24.3720279693604
Tetthet_Surface,1999,3,19.7198051452637
Tetthet_Deep,1999,4,26.4252777099609
Tetthet_Intermediate,1999,4,25.7702247619629
Tetthet_Surface,1999,4,24.6015841166178
Tetthet_Deep,2000,1,26.9588150978088
Tetthet_Intermediate,2000,1,26.1159870624542
Tetthet_Surface,2000,1,24.1549485524495
Tetthet_Deep,2000,2,26.5248827253069
Tetthet_Intermediate,2000,2,25.2764481135777
Tetthet_Surface,2000,2,19.0799776258923
Tetthet_Deep,2000,3,26.1447377204895
Tetthet_Intermediate,2000,3,24.1003205776215
Tetthet_Surface,2000,3,19.9170556863149
Tetthet_Deep,2000,4,26.1791338239397
Tetthet_Intermediate,2000,4,24.9480473654611
Tetthet_Surface,2000,4,22.5636573973156
Tetthet_Deep,2001,1,27.1688829421997
Tetthet_Intermediate,2001,1,26.221049118042
Tetthet_Surface,2001,1,22.5427106221517
Tetthet_Deep,2001,2,26.6899114608765
Tetthet_Intermediate,2001,2,25.6123359680176
Tetthet_Surface,2001,2,20.9100195566813
Tetthet_Deep,2001,3,25.8617316881816
Tetthet_Intermediate,2001,3,24.0706532796224
Tetthet_Surface,2001,3,21.1740086873372
Tetthet_Deep,2001,4,25.8800208568573
Tetthet_Intermediate,2001,4,25.0896370410919
Tetthet_Surface,2001,4,24.1150511105855
Tetthet_Deep,2002,1,26.5362415313721
Tetthet_Intermediate,2002,1,25.6112326213292
Tetthet_Surface,2002,1,23.1339121318999
Tetthet_Deep,2002,2,26.6803679466248
Tetthet_Intermediate,2002,2,24.6090376377106
Tetthet_Surface,2002,2,18.2872246106466
Tetthet_Deep,2002,3,26.6199951171875
Tetthet_Intermediate,2002,3,24.195565700531
Tetthet_Surface,2002,3,19.7338949839274
Tetthet_Deep,2002,4,26.762587928772
Tetthet_Intermediate,2002,4,25.4606090545654
Tetthet_Surface,2002,4,23.8625858013447
Tetthet_Deep,2003,1,27.1155891418457
Tetthet_Intermediate,2003,1,25.8422367095947
Tetthet_Surface,2003,1,22.8095446268717
Tetthet_Deep,2003,2,26.8575860659281
Tetthet_Intermediate,2003,2,25.2878274917603
Tetthet_Surface,2003,2,21.1809468799167
Tetthet_Deep,2003,3,26.0839729309082
Tetthet_Intermediate,2003,3,24.6431171099345
Tetthet_Surface,2003,3,21.729443497128
Tetthet_Deep,2003,4,26.3246086120605
Tetthet_Intermediate,2003,4,25.2662166595459
Tetthet_Surface,2003,4,23.5511257171631
Tetthet_Deep,2004,1,26.9586887359619
Tetthet_Intermediate,2004,1,26.4806802272797
Tetthet_Surface,2004,1,23.6630374590556
Tetthet_Deep,2004,2,26.9482378005981
Tetthet_Intermediate,2004,2,25.7464765548706
Tetthet_Surface,2004,2,20.0616427739461
Tetthet_Deep,2004,3,25.925600528717
Tetthet_Intermediate,2004,3,24.468016465505
Tetthet_Surface,2004,3,23.1089476479424
Tetthet_Deep,2004,4,26.380469083786
Tetthet_Intermediate,2004,4,25.4065606594086
Tetthet_Surface,2004,4,23.6482334136963
Tetthet_Deep,2005,1,26.9899609883626
Tetthet_Intermediate,2005,1,25.2954216003418
Tetthet_Surface,2005,1,21.7914193471273
Tetthet_Deep,2005,2,26.9020748138428
Tetthet_Intermediate,2005,2,24.9301182428996
Tetthet_Surface,2005,2,19.986323568556
Tetthet_Deep,2005,3,26.3554333051046
Tetthet_Intermediate,2005,3,24.6074159940084
Tetthet_Surface,2005,3,22.231735335456
Tetthet_Deep,2005,4,26.1675245761871
Tetthet_Intermediate,2005,4,25.1741197109222
Tetthet_Surface,2005,4,23.3055488268534
Tetthet_Deep,2006,1,27.2370630900065
Tetthet_Intermediate,2006,1,26.0433905919393
Tetthet_Surface,2006,1,22.9032582177056
Tetthet_Deep,2006,2,26.9640998840332
Tetthet_Intermediate,2006,2,25.2582440376282
Tetthet_Surface,2006,2,20.820900493198
Tetthet_Deep,2006,3,26.3403869975697
Tetthet_Intermediate,2006,3,24.5823995272319
Tetthet_Surface,2006,3,22.1689808103773
Tetthet_Deep,2006,4,26.1426513195038
Tetthet_Intermediate,2006,4,25.8953170776367
Tetthet_Surface,2006,4,25.111607392629
Tetthet_Deep,2007,1,26.726216952006
Tetthet_Intermediate,2007,1,25.2355505625407
Tetthet_Surface,2007,1,23.0403020646837
Tetthet_Deep,2007,2,26.8337267239888
Tetthet_Intermediate,2007,2,25.3460117975871
Tetthet_Surface,2007,2,20.2422073682149
Tetthet_Deep,2007,3,25.9210238456726
Tetthet_Intermediate,2007,3,24.1358834902445
Tetthet_Surface,2007,3,22.1756076812744
Tetthet_Deep,2007,4,26.3188800811768
Tetthet_Intermediate,2007,4,24.7247514724731
Tetthet_Surface,2007,4,22.9696009318034
Tetthet_Deep,2008,1,26.5807491938273
Tetthet_Intermediate,2008,1,25.1274728775024
Tetthet_Surface,2008,1,22.9785376654731
Tetthet_Deep,2008,2,26.675340461731
Tetthet_Intermediate,2008,2,25.1125473022461
Tetthet_Surface,2008,2,18.7016906102498
Tetthet_Deep,2008,3,26.0161699295044
Tetthet_Intermediate,2008,3,24.6959831237793
Tetthet_Surface,2008,3,22.0077440897624
Tetthet_Deep,2008,4,26.3712709744771
Tetthet_Intermediate,2008,4,25.3056243260701
Tetthet_Surface,2008,4,24.0861334270901
Tetthet_Deep,2009,1,27.0221271514893
Tetthet_Intermediate,2009,1,25.4470508893331
Tetthet_Surface,2009,1,21.4710825814141
Tetthet_Deep,2009,2,26.863830725352
Tetthet_Intermediate,2009,2,25.948126633962
Tetthet_Surface,2009,2,22.3630418777466
Tetthet_Deep,2009,3,25.847932656606
Tetthet_Intermediate,2009,3,24.5980351765951
Tetthet_Surface,2009,3,22.0812595155504
Tetthet_Deep,2009,4,26.5359427928925
Tetthet_Intermediate,2009,4,24.7928676605225
Tetthet_Surface,2009,4,22.0668238004049
Tetthet_Deep,2010,1,27.0531848271688
Tetthet_Intermediate,2010,1,26.2028767267863
Tetthet_Surface,2010,1,23.1641869015164
Tetthet_Deep,2010,2,27.1119459697178
Tetthet_Intermediate,2010,2,25.4141044616699
Tetthet_Surface,2010,2,21.0097309294201
Tetthet_Deep,2010,3,26.3678312301636
Tetthet_Intermediate,2010,3,24.4491442044576
Tetthet_Surface,2010,3,22.257548544142
Tetthet_Deep,2010,4,26.3271872997284
Tetthet_Intermediate,2010,4,25.2981419563293
Tetthet_Surface,2010,4,23.8976011276245
Tetthet_Deep,2011,1,26.8496168454488
Tetthet_Intermediate,2011,1,25.272537390391
Tetthet_Surface,2011,1,22.6973224216037
Tetthet_Deep,2011,2,26.4861418406169
Tetthet_Intermediate,2011,2,24.7791142463684
Tetthet_Surface,2011,2,20.4512497584025
Tetthet_Deep,2011,3,25.4557204246521
Tetthet_Intermediate,2011,3,24.4237276713053
Tetthet_Surface,2011,3,22.4188680648804
Tetthet_Deep,2011,4,26.4407361984253
Tetthet_Intermediate,2011,4,25.4586446762085
Tetthet_Surface,2011,4,23.4353654044015
Tetthet_Deep,2012,1,27.0338479677836
Tetthet_Intermediate,2012,1,25.5267330805461
Tetthet_Surface,2012,1,22.8699303732978
Tetthet_Deep,2012,2,26.7388493220011
Tetthet_Intermediate,2012,2,24.4221703211466
Tetthet_Surface,2012,2,19.5098003811306
Tetthet_Deep,2012,3,25.6821050643921
Tetthet_Intermediate,2012,3,23.721922715505
Tetthet_Surface,2012,3,21.0865683025784
Tetthet_Deep,2012,4,26.2078993320465
Tetthet_Intermediate,2012,4,25.2054789066315
Tetthet_Surface,2012,4,23.0513585408529
Tetthet_Deep,2013,1,27.3116232554118
Tetthet_Intermediate,2013,1,26.5432658195496
Tetthet_Surface,2013,1,21.9863698747423
Tetthet_Deep,2013,2,27.0440797805786
Tetthet_Intermediate,2013,2,25.5768338839213
Tetthet_Surface,2013,2,20.1366331312392
Tetthet_Deep,2013,3,26.0600188573201
Tetthet_Intermediate,2013,3,24.1596922874451
Tetthet_Surface,2013,3,21.7127230962118
Tetthet_Deep,2013,4,25.7835013866425
Tetthet_Intermediate,2013,4,25.1635234355927
Tetthet_Surface,2013,4,24.3035411834717
Tetthet_Deep,2014,1,26.442014058431
Tetthet_Intermediate,2014,1,24.3985962867737
Tetthet_Surface,2014,1,21.9367525312636
Tetthet_Deep,2014,2,26.8919790585836
Tetthet_Intermediate,2014,2,25.4504728317261
Tetthet_Surface,2014,2,17.8356383111742
Tetthet_Deep,2014,3,26.0327606201172
Tetthet_Intermediate,2014,3,24.038818359375
Tetthet_Surface,2014,3,20.3104761971368
Tetthet_Deep,2014,4,26.2069146633148
Tetthet_Intermediate,2014,4,25.4444110393524
Tetthet_Surface,2014,4,24.3166437149048
Tetthet_Deep,2015,1,26.6493088404338
Tetthet_Intermediate,2015,1,25.2341844240824
Tetthet_Surface,2015,1,23.1117481655545
Tetthet_Deep,2015,2,26.1925940513611
Tetthet_Intermediate,2015,2,24.6063170433044
Tetthet_Surface,2015,2,22.1613342497084
Tetthet_Deep,2015,3,26.0539436340332
Tetthet_Intermediate,2015,3,24.429347038269
Tetthet_Surface,2015,3,20.361089653439
Tetthet_Deep,2015,4,26.3343826293945
Tetthet_Intermediate,2015,4,25.8743923187256
Tetthet_Surface,2015,4,24.3366022745768
Tetthet_Deep,2016,1,26.7986284891764
Tetthet_Intermediate,2016,1,25.5240877469381
Tetthet_Surface,2016,1,21.1204107072618
Tetthet_Deep,2016,2,26.7655137379964
Tetthet_Intermediate,2016,2,25.2599240938822
Tetthet_Surface,2016,2,19.2596187061734
Tetthet_Deep,2016,3,26.0679755210876
Tetthet_Intermediate,2016,3,23.9673271179199
Tetthet_Surface,2016,3,20.2404022216797
Tetthet_Deep,2016,4,26.5271978378296
Tetthet_Intermediate,2016,4,25.5096416473389
Tetthet_Surface,2016,4,24.6874745686849
O2_Deep,1989,4,NA
O2_Intermediate,1989,4,NA
O2_Surface,1989,4,NA
O2_Deep,1990,1,6.8050000667572
O2_Intermediate,1990,1,6.9850001335144
O2_Surface,1990,1,7.31999985376994
O2_Deep,1990,2,5.68499994277954
O2_Intermediate,1990,2,5.90499997138977
O2_Surface,1990,2,6.30999994277954
O2_Deep,1990,3,5.45000004768372
O2_Intermediate,1990,3,5.50500011444092
O2_Surface,1990,3,6.25499987602234
O2_Deep,1990,4,NA
O2_Intermediate,1990,4,NA
O2_Surface,1990,4,NA
O2_Deep,1991,1,NA
O2_Intermediate,1991,1,NA
O2_Surface,1991,1,NA
O2_Deep,1991,2,6.43749996026357
O2_Intermediate,1991,2,6.57249999046326
O2_Surface,1991,2,6.84944441583422
O2_Deep,1991,3,5.65499997138977
O2_Intermediate,1991,3,5.60833334922791
O2_Surface,1991,3,5.93388893869188
O2_Deep,1991,4,6.19249999523163
O2_Intermediate,1991,4,6.47250002622604
O2_Surface,1991,4,6.6666667064031
O2_Deep,1992,1,6.84499994913737
O2_Intermediate,1992,1,7.16416668891907
O2_Surface,1992,1,7.47833326127794
O2_Deep,1992,2,6.36666671435038
O2_Intermediate,1992,2,6.50583326816559
O2_Surface,1992,2,6.63444447517395
O2_Deep,1992,3,5.24416665236155
O2_Intermediate,1992,3,5.52083337306976
O2_Surface,1992,3,5.9444444709354
O2_Deep,1992,4,6.53700003623962
O2_Intermediate,1992,4,6.48999996185303
O2_Surface,1992,4,6.76133337020874
O2_Deep,1993,1,6.88999996185303
O2_Intermediate,1993,1,7.24100003242493
O2_Surface,1993,1,7.56266673405965
O2_Deep,1993,2,6.27583336830139
O2_Intermediate,1993,2,6.57083332538605
O2_Surface,1993,2,6.75777777036031
O2_Deep,1993,3,5.57599997520447
O2_Intermediate,1993,3,5.7449999332428
O2_Surface,1993,3,6.3839999516805
O2_Deep,1993,4,6.16083331902822
O2_Intermediate,1993,4,6.62666658560435
O2_Surface,1993,4,7.2116666369968
O2_Deep,1994,1,7.10166664918264
O2_Intermediate,1994,1,7.36583336194356
O2_Surface,1994,1,8.01611102951897
O2_Deep,1994,2,6.74571425574166
O2_Intermediate,1994,2,6.71125000715256
O2_Surface,1994,2,6.94000005722046
O2_Deep,1994,3,5.47499998410543
O2_Intermediate,1994,3,5.54583338896434
O2_Surface,1994,3,5.99166668785943
O2_Deep,1994,4,6.12300004959106
O2_Intermediate,1994,4,6.38699998855591
O2_Surface,1994,4,6.61333328882853
O2_Deep,1995,1,7.05399994850159
O2_Intermediate,1995,1,7.3789999961853
O2_Surface,1995,1,7.60066665013631
O2_Deep,1995,2,6.08500003814697
O2_Intermediate,1995,2,6.42000003655752
O2_Surface,1995,2,7.02277782228258
O2_Deep,1995,3,5.22666664918264
O2_Intermediate,1995,3,5.37500003973643
O2_Surface,1995,3,5.99111104011536
O2_Deep,1995,4,5.90750002861023
O2_Intermediate,1995,4,6.67333340644836
O2_Surface,1995,4,7.20277773009406
O2_Deep,1996,1,6.24166667461395
O2_Intermediate,1996,1,7.10666660467784
O2_Surface,1996,1,8.13888883590698
O2_Deep,1996,2,6.46600008010864
O2_Intermediate,1996,2,6.59000000953674
O2_Surface,1996,2,6.93266661961873
O2_Deep,1996,3,5.42416667938232
O2_Intermediate,1996,3,5.64666668574015
O2_Surface,1996,3,6.05833329094781
O2_Deep,1996,4,6.06700000762939
O2_Intermediate,1996,4,6.37400002479553
O2_Surface,1996,4,6.80200004577637
O2_Deep,1997,1,7.02249999841054
O2_Intermediate,1997,1,7.14583333333333
O2_Surface,1997,1,7.2977778646681
O2_Deep,1997,2,6.63083338737488
O2_Intermediate,1997,2,6.81999997297923
O2_Surface,1997,2,6.93222215440538
O2_Deep,1997,3,5.40900006294251
O2_Intermediate,1997,3,5.52900004386902
O2_Surface,1997,3,5.78466663360596
O2_Deep,1997,4,6.14124995470047
O2_Intermediate,1997,4,6.51250004768372
O2_Surface,1997,4,6.85583333174388
O2_Deep,1998,1,6.787499944369
O2_Intermediate,1998,1,7.01499990622203
O2_Surface,1998,1,7.2729411686168
O2_Deep,1998,2,5.96749997138977
O2_Intermediate,1998,2,6.11500000953674
O2_Surface,1998,2,6.38916663328807
O2_Deep,1998,3,5.4143750667572
O2_Intermediate,1998,3,5.49374997615814
O2_Surface,1998,3,6.14291667938232
O2_Deep,1998,4,6.42999998728434
O2_Intermediate,1998,4,6.79333337148031
O2_Surface,1998,4,7.09111107720269
O2_Deep,1999,1,6.91300001144409
O2_Intermediate,1999,1,7.1949999332428
O2_Surface,1999,1,7.78266671498617
O2_Deep,1999,2,6.16769229448759
O2_Intermediate,1999,2,6.18714284896851
O2_Surface,1999,2,6.55714289347331
O2_Deep,1999,3,5.34499998092651
O2_Intermediate,1999,3,5.08900003433228
O2_Surface,1999,3,5.54799995422363
O2_Deep,1999,4,6.13600010871887
O2_Intermediate,1999,4,5.91500005722046
O2_Surface,1999,4,6.53666658401489
O2_Deep,2000,1,6.9237499833107
O2_Intermediate,2000,1,7.22125005722046
O2_Surface,2000,1,7.46666669845581
O2_Deep,2000,2,6.26142859458923
O2_Intermediate,2000,2,6.44785714149475
O2_Surface,2000,2,6.72142848514375
O2_Deep,2000,3,5.10521002610524
O2_Intermediate,2000,3,5.3979187309742
O2_Surface,2000,3,5.91123849153519
O2_Deep,2000,4,6.05796168400691
O2_Intermediate,2000,4,6.24639969605666
O2_Surface,2000,4,6.78561987876892
O2_Deep,2001,1,6.80193436145782
O2_Intermediate,2001,1,7.46885281801224
O2_Surface,2001,1,8.14989344278971
O2_Deep,2001,2,6.2516655921936
O2_Intermediate,2001,2,6.43033609390259
O2_Surface,2001,2,6.62467473347982
O2_Deep,2001,3,5.34191342194875
O2_Intermediate,2001,3,5.51437842845917
O2_Surface,2001,3,5.89949374728733
O2_Deep,2001,4,6.09531283378601
O2_Intermediate,2001,4,6.42749601602554
O2_Surface,2001,4,6.65186603864034
O2_Deep,2002,1,6.98636725970677
O2_Intermediate,2002,1,7.20854139328003
O2_Surface,2002,1,7.52484709875924
O2_Deep,2002,2,6.02133351564407
O2_Intermediate,2002,2,5.97273486852646
O2_Surface,2002,2,6.51937071482341
O2_Deep,2002,3,5.13017892837524
O2_Intermediate,2002,3,5.12764279047648
O2_Surface,2002,3,5.88823209868537
O2_Deep,2002,4,6.15600109100342
O2_Intermediate,2002,4,6.93428225517273
O2_Surface,2002,4,7.39614925384521
O2_Deep,2003,1,6.95894494056702
O2_Intermediate,2003,1,7.48202466964722
O2_Surface,2003,1,8.54748792648315
O2_Deep,2003,2,6.2613863547643
O2_Intermediate,2003,2,6.31525750954946
O2_Surface,2003,2,6.66448733541701
O2_Deep,2003,3,5.29801913102468
O2_Intermediate,2003,3,5.38645180066427
O2_Surface,2003,3,5.60845528708564
O2_Deep,2003,4,6.11448841094971
O2_Intermediate,2003,4,6.5373468875885
O2_Surface,2003,4,6.87135995229085
O2_Deep,2004,1,6.9564528465271
O2_Intermediate,2004,1,7.23573738336563
O2_Surface,2004,1,7.76837102572123
O2_Deep,2004,2,6.36384844779968
O2_Intermediate,2004,2,6.60309791564941
O2_Surface,2004,2,6.89319413503011
O2_Deep,2004,3,5.45797367890676
O2_Intermediate,2004,3,5.52990539868673
O2_Surface,2004,3,5.7903073363834
O2_Deep,2004,4,6.1246258020401
O2_Intermediate,2004,4,6.26344710588455
O2_Surface,2004,4,6.76080107688904
O2_Deep,2005,1,6.68582447369893
O2_Intermediate,2005,1,7.2972728989341
O2_Surface,2005,1,8.04236968358358
O2_Deep,2005,2,6.38525998592377
O2_Intermediate,2005,2,6.49611274401347
O2_Surface,2005,2,6.75882710350884
O2_Deep,2005,3,5.22375357151031
O2_Intermediate,2005,3,5.29539008935293
O2_Surface,2005,3,5.76862398783366
O2_Deep,2005,4,6.04997277259827
O2_Intermediate,2005,4,6.26889562606812
O2_Surface,2005,4,6.61906731128693
O2_Deep,2006,1,6.85600316524506
O2_Intermediate,2006,1,7.29141620794932
O2_Surface,2006,1,7.79853118790521
O2_Deep,2006,2,6.33421508471171
O2_Intermediate,2006,2,6.33593157927195
O2_Surface,2006,2,6.55874607298109
O2_Deep,2006,3,5.448646068573
O2_Intermediate,2006,3,5.26633322238922
O2_Surface,2006,3,5.46467423439026
O2_Deep,2006,4,6.05514633655548
O2_Intermediate,2006,4,6.06025910377502
O2_Surface,2006,4,6.19964094956716
O2_Deep,2007,1,6.69248700141907
O2_Intermediate,2007,1,7.07578754425049
O2_Surface,2007,1,7.41235499911838
O2_Deep,2007,2,6.14167042573293
O2_Intermediate,2007,2,6.16697716712952
O2_Surface,2007,2,6.6528132226732
O2_Deep,2007,3,5.21774538358053
O2_Intermediate,2007,3,5.37834604581197
O2_Surface,2007,3,5.9441811243693
O2_Deep,2007,4,5.98935670852661
O2_Intermediate,2007,4,6.5705292224884
O2_Surface,2007,4,6.95299717585246
O2_Deep,2008,1,6.77075270811717
O2_Intermediate,2008,1,7.13345384597778
O2_Surface,2008,1,7.3647485838996
O2_Deep,2008,2,6.20875148773193
O2_Intermediate,2008,2,6.36254363059998
O2_Surface,2008,2,6.84340709050496
O2_Deep,2008,3,5.25366744995117
O2_Intermediate,2008,3,5.21830854415894
O2_Surface,2008,3,5.55818347930908
O2_Deep,2008,4,6.1766988436381
O2_Intermediate,2008,4,6.48836286862691
O2_Surface,2008,4,6.77492960294088
O2_Deep,2009,1,6.81457356611888
O2_Intermediate,2009,1,7.17565095424652
O2_Surface,2009,1,7.9659469127655
O2_Deep,2009,2,6.16923623085022
O2_Intermediate,2009,2,6.28028969331221
O2_Surface,2009,2,6.56901688045926
O2_Deep,2009,3,5.41339852593162
O2_Intermediate,2009,3,5.58416395187378
O2_Surface,2009,3,6.02016962275786
O2_Deep,2009,4,6.02643597126007
O2_Intermediate,2009,4,6.24845761060715
O2_Surface,2009,4,7.09421590963999
O2_Deep,2010,1,6.21863579750061
O2_Intermediate,2010,1,6.5625159740448
O2_Surface,2010,1,7.81207858191596
O2_Deep,2010,2,6.33558825084141
O2_Intermediate,2010,2,6.5442658833095
O2_Surface,2010,2,6.76119234448388
O2_Deep,2010,3,5.24452368418376
O2_Intermediate,2010,3,5.26345483462016
O2_Surface,2010,3,5.73692666159736
O2_Deep,2010,4,6.08795994520187
O2_Intermediate,2010,4,6.636827647686
O2_Surface,2010,4,7.19780397415161
O2_Deep,2011,1,7.08517436186473
O2_Intermediate,2011,1,7.57915759086609
O2_Surface,2011,1,8.0481862227122
O2_Deep,2011,2,6.12303737799327
O2_Intermediate,2011,2,6.09707526365916
O2_Surface,2011,2,6.44487227333917
O2_Deep,2011,3,5.29234604040782
O2_Intermediate,2011,3,5.45192380746206
O2_Surface,2011,3,5.78024983406067
O2_Deep,2011,4,5.93997631072998
O2_Intermediate,2011,4,6.12293826209174
O2_Surface,2011,4,6.3783898750941
O2_Deep,2012,1,6.68894418080648
O2_Intermediate,2012,1,6.93787308533986
O2_Surface,2012,1,7.52182859844632
O2_Deep,2012,2,6.1195768515269
O2_Intermediate,2012,2,6.29767382144928
O2_Surface,2012,2,6.72211858961317
O2_Deep,2012,3,5.19616369406382
O2_Intermediate,2012,3,5.32164136568705
O2_Surface,2012,3,5.710949394438
O2_Deep,2012,4,6.12566286325455
O2_Intermediate,2012,4,6.35764133930206
O2_Surface,2012,4,7.01904213428497
O2_Deep,2013,1,6.24926884969075
O2_Intermediate,2013,1,6.63192097345988
O2_Surface,2013,1,7.9680908427519
O2_Deep,2013,2,6.31424272060394
O2_Intermediate,2013,2,6.42426403363546
O2_Surface,2013,2,6.5433582994673
O2_Deep,2013,3,5.38581931591034
O2_Intermediate,2013,3,5.37762645880381
O2_Surface,2013,3,5.74651127391391
O2_Deep,2013,4,6.07960903644562
O2_Intermediate,2013,4,6.35413479804993
O2_Surface,2013,4,6.56083146731059
O2_Deep,2014,1,6.79423054059346
O2_Intermediate,2014,1,7.13287278016408
O2_Surface,2014,1,7.66179704666138
O2_Deep,2014,2,6.16117974122365
O2_Intermediate,2014,2,6.32523508866628
O2_Surface,2014,2,6.40187425083584
O2_Deep,2014,3,4.97188440958659
O2_Intermediate,2014,3,5.15703205267588
O2_Surface,2014,3,5.81877117686802
O2_Deep,2014,4,5.79949706792831
O2_Intermediate,2014,4,5.89170098304749
O2_Surface,2014,4,6.13630592823029
